year,stname,numbirth_hispnativeb_nonmex,numbirth_hisp_nonmexican_nativeb,numbirth_hispforb_other,numbirth_hispforb_mex,numbirth_hisp_mexican_nativeb,numbirth_educ_miss_hispforb,numbirth_gtc_hispforb,numbirth_ba_hispforb,numbirth_somecoll_hispforb,numbirth_hsgrad_hispforb,numbirth_lesshs_hispforb,numbirth_hisp_nonnativeb3544,numbirth_hisp_nonnativeb2534,numbirth_hisp_nonnativeb2024,numbirth_hisp_nonnativeb1519,numbirth_hisp_missnativeb,numbirth_hisp_nonnativeb,numbirth_hisp_nativeb,numbirth_educ_miss_hisp_3544,numbirth_gtc_hisp_3544,numbirth_ba_hisp_3544,numbirth_somecoll_hisp_3544,numbirth_hsgrad_hisp_3544,numbirth_lesshs_hisp_3544,numbirth_educ_miss_hisp_2534,numbirth_gtc_hisp_2534,numbirth_ba_hisp_2534,numbirth_somecoll_hisp_2534,numbirth_hsgrad_hisp_2534,numbirth_lesshs_hisp_2534,numbirth_educ_miss_hisp_2024,numbirth_gtc_hisp_2024,numbirth_ba_hisp_2024,numbirth_somecoll_hisp_2024,numbirth_hsgrad_hisp_2024,numbirth_lesshs_hisp_2024,numbirth_educ_miss_hisp_1519,numbirth_gtc_hisp_1519,numbirth_ba_hisp_1519,numbirth_somecoll_hisp_1519,numbirth_hsgrad_hisp_1519,numbirth_lesshs_hisp_1519,numbirth_educ_miss_blacknh_3544,numbirth_gtc_blacknh_3544,numbirth_ba_blacknh_3544,numbirth_somecoll_blacknh_3544,numbirth_hsgrad_blacknh_3544,numbirth_lesshs_blacknh_3544,numbirth_educ_miss_blacknh_2534,numbirth_gtc_blacknh_2534,numbirth_ba_blacknh_2534,numbirth_somecoll_blacknh_2534,numbirth_hsgrad_blacknh_2534,numbirth_lesshs_blacknh_2534,numbirth_educ_miss_blacknh_2024,numbirth_gtc_blacknh_2024,numbirth_ba_blacknh_2024,numbirth_somecoll_blacknh_2024,numbirth_hsgrad_blacknh_2024,numbirth_lesshs_blacknh_2024,numbirth_educ_miss_blacknh_1519,numbirth_gtc_blacknh_1519,numbirth_ba_blacknh_1519,numbirth_somecoll_blacknh_1519,numbirth_hsgrad_blacknh_1519,numbirth_lesshs_blacknh_1519,numbirth_educ_miss_whitenh_3544,numbirth_gtc_whitenh_3544,numbirth_ba_whitenh_3544,numbirth_somecoll_whitenh_3544,numbirth_hsgrad_whitenh_3544,numbirth_lesshs_whitenh_3544,numbirth_educ_miss_whitenh_2534,numbirth_gtc_whitenh_2534,numbirth_ba_whitenh_2534,numbirth_somecoll_whitenh_2534,numbirth_hsgrad_whitenh_2534,numbirth_lesshs_whitenh_2534,numbirth_educ_miss_whitenh_2024,numbirth_gtc_whitenh_2024,numbirth_ba_whitenh_2024,numbirth_somecoll_whitenh_2024,numbirth_hsgrad_whitenh_2024,numbirth_lesshs_whitenh_2024,numbirth_educ_miss_whitenh_1519,numbirth_gtc_whitenh_1519,numbirth_ba_whitenh_1519,numbirth_somecoll_whitenh_1519,numbirth_hsgrad_whitenh_1519,numbirth_lesshs_whitenh_1519,numbirth_educ_miss_3544,numbirth_gtc_3544,numbirth_ba_3544,numbirth_somecoll_3544,numbirth_hsgrad_3544,numbirth_lesshs_3544,numbirth_educ_miss_2534,numbirth_gtc_2534,numbirth_ba_2534,numbirth_somecoll_2534,numbirth_hsgrad_2534,numbirth_lesshs_2534,numbirth_educ_miss_2024,numbirth_gtc_2024,numbirth_ba_2024,numbirth_somecoll_2024,numbirth_hsgrad_2024,numbirth_lesshs_2024,numbirth_married,numbirth_unmarried,numbirth_hisp,numbirth_blacknh,numbirth_whitenh,numbirth_educ_miss_45plus,numbirth_gtc_45plus,numbirth_ba_45plus,numbirth_somecoll_45plus,numbirth_hsgrad_45plus,numbirth_lesshs_45plus,numbirth_educ_miss_1519,numbirth_gtc_1519,numbirth_ba_1519,numbirth_somecoll_1519,numbirth_hsgrad_1519,numbirth_lesshs_1519,numbirth_educ_miss,numbirth_gtc,numbirth_ba,numbirth_somecoll,numbirth_hsgrad,numbirth_lesshs,numbirth45plus,numbirth4044,numbirth3539,numbirth3034,numbirth2529,numbirth2024,numbirth1519,state,pop,pop15,pop16,pop17,pop18,pop19,pop20,pop21,pop22,pop23,pop24,pop25,pop26,pop27,pop28,pop29,pop30,pop31,pop32,pop33,pop34,pop35,pop36,pop37,pop38,pop39,pop40,pop41,pop42,pop43,pop44,pop1519,pop2024,pop2534,pop2034,pop3544,pop45plus,popwhitenh1519,popwhitenh2024,popwhitenh2534,popwhitenh2034,popwhitenh3544,popwhitenh45plus,popblacknh1519,popblacknh2024,popblacknh2534,popblacknh2034,popblacknh3544,popblacknh45plus,pophispanic1519,pophispanic2024,pophispanic2534,pophispanic2034,pophispanic3544,pophispanic45plus,popotherrace1519,popotherrace2024,popotherrace2534,popotherrace2034,popotherrace3544,popotherrace45plus,pctpop15,pctpop16,pctpop17,pctpop18,pctpop19,pctpop20,pctpop21,pctpop22,pctpop23,pctpop24,pctpop25,pctpop26,pctpop27,pctpop28,pctpop29,pctpop30,pctpop31,pctpop32,pctpop33,pctpop34,pctpop35,pctpop36,pctpop37,pctpop38,pctpop39,pctpop40,pctpop41,pctpop42,pctpop43,pctpop44,pctpop1819,pop2045plus,popwhite1544,popblack1544,pophispanic1544,numbirth2034,numbirth3544,numbirth1544,numbirth1545plus,pop1544,brate1519,brate2034,brate3544,brate1544,numbirth_colgrad_1519,numbirth_colgrad_2024,numbirth_colgrad_2534,numbirth_colgrad_3544,numbirth_colgrad,numbirth_alleduc,numbirth_whitenhblacknhhisp,numbirth_marriedunmarried,numbirth_noorderbirth_2044,numbirth_fourthbirth_2044,numbirth_thirdbirth_2044,numbirth_secondbirth_2044,numbirth_firstbirth_2044,numbirth_noorderbirth,numbirth_fourthbirth,numbirth_thirdbirth,numbirth_secondbirth,numbirth_firstbirth
2002,AK,346,8610,173,78,190,21,9,14,54,95,58,39,130,58,23,12,250,535,6,2,10,22,36,14,20,15,28,96,112,43,5,2,5,49,140,65,10,0,0,10,45,62,0,1,4,12,5,1,2,3,11,33,53,2,2,0,6,27,64,7,1,0,0,4,24,5,12,117,126,215,156,12,38,223,415,733,749,72,21,7,65,326,648,135,10,0,0,23,171,141,89,162,223,393,402,73,240,326,662,1378,1743,327,86,13,102,642,1523,460,6551,3361,797,267,4415,NA,2,1,4,2,1,58,0,0,67,450,493,415,501,987,2413,3668,860,10,293,1049,2061,2615,2826,1068,2,140489,5340,5418,5464,4640,4353,4108,4127,4302,4104,4028,3942,3944,3994,3958,4014,4153,4489,4546,4512,4373,4517,4546,5046,5157,5430,5551,5556,5663,5521,5693,25215,20669,41925,62594,52680,0,15877,13180,28492,41672,37801,37801,1118,1122,1736,2858,1788,0,1346,1275,2438,3713,1998,0,6874,5092,9259,14351,11093,0,0.2117787003517151,0.2148721069097519,0.21669641137123108,0.18401744961738586,0.17263533174991608,0.06562929600477219,0.06593284010887146,0.06872863322496414,0.06556539237499237,0.06435121595859528,0.06297728419303894,0.06300923228263855,0.06380803138017654,0.0632328987121582,0.06412754952907562,0.06634820997714996,0.07171613723039627,0.07262676954269409,0.07208358496427536,0.06986292451620102,0.08574411273002625,0.08629460632801056,0.09578587859869003,0.09789294004440308,0.10307516902685165,0.10537205636501312,0.10546696931123734,0.10749810189008713,0.10480257868766785,0.1080675795674324,0.35665279626846313,115274,95350,5764,7057,7502,1342,9912,9922,140489,-3.161651372909546,-2.12149977684021,-3.670074939727783,-2.6513831615448,0,115,988,385,1488,8429,5479,9912,511,1643,1543,2538,2609,572,1651,1568,2693,3438
2003,AK,328,8767,150,84,193,16,5,24,56,97,36,37,120,64,12,15,233,521,9,3,17,24,24,6,12,18,28,87,121,39,10,0,9,57,144,47,5,0,0,4,51,54,1,2,5,6,8,1,2,4,12,47,34,4,2,0,0,31,57,13,2,0,0,4,13,15,21,137,210,199,140,26,45,228,618,813,719,70,23,6,63,366,671,167,11,0,0,20,187,162,67,189,299,353,369,72,153,350,838,1477,1643,281,84,11,89,692,1525,506,6581,NA,769,263,4902,NA,3,8,8,3,NA,49,0,0,48,431,523,304,550,1226,2522,3537,859,22,298,1051,2081,2661,2907,1051,2,140642,5521,5325,5352,5056,4260,4588,4321,4254,4413,4207,4198,4051,3972,3985,4028,4074,4111,4591,4600,4497,4446,4441,4495,5060,5128,5530,5432,5574,5635,5497,25514,21783,42107,63890,51238,0,15929,13706,28533,42239,36501,36501,1097,1203,1736,2939,1761,0,1347,1490,2501,3991,2014,0,7141,5384,9337,14721,10962,0,0.21639099717140198,0.20870894193649292,0.2097671926021576,0.19816571474075317,0.16696715354919434,0.07181092351675034,0.06763187050819397,0.06658318638801575,0.06907184422016144,0.06584755331277847,0.06570668518543243,0.06340585649013519,0.062169354408979416,0.062372829765081406,0.06304585933685303,0.06376584619283676,0.06434496492147446,0.07185787707567215,0.07199874520301819,0.070386603474617,0.08677154034376144,0.08667395263910294,0.0877278596162796,0.09875483065843582,0.10008197277784348,0.10792770981788635,0.10601506382226944,0.1087864488363266,0.10997696965932846,0.10728365927934647,0.3651328682899475,115128,94669,5797,7352,7649,1349,10049,10071,140642,-3.1894853115081787,-2.1225879192352295,-3.637117862701416,-2.638744592666626,0,100,1188,488,1776,8694,5934,NA,442,1545,1570,2755,2686,482,1559,1598,2911,3521
2004,AK,350,8883,198,88,232,32,9,29,52,114,50,54,137,78,17,7,286,581,11,6,13,26,25,10,31,26,44,113,125,38,15,0,11,74,136,60,7,0,0,6,46,51,1,2,4,9,6,1,8,5,14,51,37,7,3,1,5,36,71,10,0,0,0,4,14,11,38,152,168,198,154,19,98,306,536,881,710,87,40,17,66,402,714,146,12,0,0,25,203,142,128,192,246,329,379,81,335,409,762,1417,1618,305,133,22,103,703,1584,486,6739,NA,874,300,5114,2,8,1,6,5,2,51,0,0,55,494,473,596,623,1111,2449,3581,872,24,257,1098,2113,2733,3031,1073,2,141321,5449,5491,5247,4968,4589,4452,4764,4527,4454,4691,4348,4261,4123,3942,4078,4119,4092,4217,4663,4533,4585,4396,4474,4505,4998,5261,5394,5455,5596,5649,25744,22888,42376,65264,50313,0,15792,14529,28539,43068,35645,35645,1117,1166,1722,2888,1688,0,1439,1551,2604,4155,2117,0,7396,5642,9511,15153,10863,0,0.2116609662771225,0.2132924199104309,0.20381447672843933,0.19297701120376587,0.1782551258802414,0.0682152509689331,0.07299583405256271,0.06936442852020264,0.06824589520692825,0.07187730073928833,0.06662172079086304,0.06528867036104202,0.06317418813705444,0.0604008324444294,0.062484677881002426,0.06311289221048355,0.06269919127225876,0.06461448967456818,0.07144827395677567,0.06945636123418808,0.09112952649593353,0.0873730480670929,0.08892334252595901,0.08953948318958282,0.09933814406394958,0.10456541925668716,0.10720887035131454,0.10842128098011017,0.1112237423658371,0.11227714270353317,0.37123215198516846,115577,94505,5693,7711,7877,1355,10305,10329,141321,-3.1777431964874268,-2.1144933700561523,-3.61446213722229,-2.6184046268463135,0,125,1171,438,1734,8636,6288,NA,975,1542,1512,2601,2602,1073,1555,1539,2753,3409
2005,AK,268,8995,154,87,266,7,3,20,62,91,58,42,123,64,12,3,241,534,4,5,6,31,22,17,3,12,37,96,135,43,1,0,2,70,129,59,4,0,0,4,41,57,1,3,3,12,7,2,5,11,13,52,68,14,3,1,2,51,63,16,1,0,0,6,22,18,13,187,162,267,198,19,53,370,548,1073,919,113,34,22,60,461,811,206,14,0,0,37,203,165,30,224,219,408,403,77,106,437,693,1527,1848,366,59,30,79,736,1605,542,6677,NA,778,374,5935,2,2,3,3,10,NA,42,0,0,61,436,499,195,691,991,2671,3856,985,20,306,1055,2062,2915,3051,1038,2,141584,5843,5409,5434,4903,4413,4697,4536,4953,4705,4700,4706,4468,4372,4076,4068,4150,4056,4213,4271,4618,4588,4465,4395,4446,4488,5092,5060,5412,5445,5602,26002,23591,42998,66589,48993,0,15805,14930,28842,43772,34491,34491,1084,1156,1700,2856,1563,0,1485,1577,2782,4359,2141,0,7628,5928,9674,15602,10798,0,0.2247134894132614,0.20802246034145355,0.20898392796516418,0.18856242299079895,0.1697177141904831,0.07053717225790024,0.0681193619966507,0.07438165694475174,0.07065731287002563,0.07058222591876984,0.07067233324050903,0.06709817051887512,0.06565649062395096,0.06121131032705307,0.06109116971492767,0.06232260540127754,0.06091096252202988,0.06326870620250702,0.064139723777771,0.06935079395771027,0.09364603459835052,0.09113546460866928,0.08970668911933899,0.0907476544380188,0.09160492569208145,0.10393321514129639,0.10328005999326706,0.11046475917100906,0.11113832890987396,0.11434286832809448,0.35828012228012085,115582,94068,5503,7985,8028,1361,10427,10447,141584,-3.2208776473999023,-2.1156039237976074,-3.5834577083587646,-2.608494520187378,0,109,1130,443,1682,9194,7087,NA,29,1702,1704,2891,3063,31,1722,1732,3062,3900
2006,AK,220,9411,139,82,305,3,7,15,65,78,53,42,113,53,13,6,221,525,1,5,8,35,22,10,4,16,44,109,115,42,2,1,8,55,141,43,1,0,0,4,40,46,2,7,5,11,12,2,5,7,11,73,46,14,4,0,2,45,77,18,2,0,0,4,23,26,14,177,240,298,191,14,40,320,624,1067,1007,135,17,11,82,513,880,225,8,0,0,33,202,178,38,203,295,438,413,54,107,388,790,1576,1933,372,69,14,105,774,1742,554,6932,NA,752,396,6276,3,1,4,5,8,1,38,0,0,53,459,551,214,605,1190,2788,4088,980,22,271,1170,2098,3068,3258,1101,2,142365,5680,5874,5373,5067,4329,4513,4900,4730,5167,4951,4773,4787,4407,4378,4190,4137,4101,4173,4316,4293,4791,4519,4529,4422,4477,4630,4901,5051,5429,5477,26323,24261,43555,67816,48226,0,15877,15275,29152,44427,33751,33751,1150,1177,1765,2942,1519,0,1486,1613,2842,4455,2283,0,7810,6196,9796,15992,10673,0,0.21578086912631989,0.2231508493423462,0.20411807298660278,0.1924932599067688,0.16445693373680115,0.06654771417379379,0.07225433737039566,0.06974755227565765,0.07619146257638931,0.07300636917352676,0.07038161903619766,0.07058805972337723,0.06498466432094574,0.0645570382475853,0.06178482994437218,0.06100330129265785,0.060472454875707626,0.061534151434898376,0.06364279985427856,0.063303641974926,0.09934475272893906,0.09370464086532593,0.09391199797391891,0.09169327467679977,0.0928337424993515,0.09600630402565002,0.10162568092346191,0.10473603755235672,0.11257413029670715,0.11356944590806961,0.35695019364356995,116042,94055,5611,8224,8424,1441,10966,10988,142365,-3.1742241382598877,-2.0857133865356445,-3.510560989379883,-2.5635945796966553,0,119,1178,498,1795,9651,7424,NA,16,1666,1766,3024,3393,17,1679,1794,3227,4271
2007,AK,144,9436,134,91,319,9,10,16,60,75,55,36,118,53,16,5,223,463,3,10,9,22,19,5,8,16,30,114,115,39,1,2,3,60,103,41,3,0,0,4,38,46,0,4,7,11,8,2,4,7,8,65,76,7,2,2,3,45,95,9,3,0,0,3,35,20,18,184,164,297,155,15,28,366,597,1154,1041,121,17,24,82,473,897,220,11,0,0,26,239,149,47,210,211,426,360,62,119,444,725,1673,1940,372,69,33,108,733,1797,576,6914,NA,691,416,6278,1,4,2,11,7,1,50,0,0,54,529,484,235,687,1044,2832,4097,1010,26,262,1054,2089,3184,3316,1117,2,141687,5338,5650,5666,4997,4404,4450,4589,5098,4817,5382,4929,4853,4811,4308,4497,4245,4013,4225,4249,4241,4407,4749,4523,4523,4409,4692,4314,4877,5012,5419,26055,24336,44371,68707,46925,0,15591,15129,29574,44703,32604,32604,1136,1168,1766,2934,1518,0,1590,1649,3013,4662,2231,0,7738,6390,10018,16408,10572,0,0.20487430691719055,0.2168489694595337,0.21746306121349335,0.19178660213947296,0.16902706027030945,0.06476778537034988,0.0667908638715744,0.0741991326212883,0.0701093077659607,0.07833263278007507,0.07173941284418106,0.07063326984643936,0.07002197951078415,0.0627010315656662,0.06545184552669525,0.06178409606218338,0.05840744078159332,0.061493005603551865,0.06184231489896774,0.061725880950689316,0.09391582012176514,0.101204052567482,0.09638785570859909,0.09638785570859909,0.09395844489336014,0.09998934715986252,0.09193393588066101,0.10393180698156357,0.10680873692035675,0.1154821515083313,0.3608136773109436,115632,92898,5588,8483,8589,1316,11022,11048,141687,-3.1495630741119385,-2.079368829727173,-3.573953866958618,-2.553727149963379,0,141,1169,421,1731,9670,7385,NA,25,1697,1774,2980,3429,26,1716,1801,3144,4361
2008,AK,118,9796,129,105,291,10,8,20,46,90,60,41,128,54,11,6,234,409,3,5,8,23,13,11,5,15,33,84,148,42,7,1,8,30,113,27,2,0,0,7,36,28,1,2,5,16,16,2,6,5,5,46,83,12,3,0,5,34,96,20,0,0,0,1,33,12,16,181,186,250,219,22,55,326,626,990,1305,128,18,18,64,415,1010,228,13,0,0,24,243,153,49,219,233,367,431,58,149,398,792,1448,2364,426,82,27,88,664,1894,595,7127,NA,649,403,6490,NA,4,4,6,4,NA,39,0,0,49,564,483,280,644,1113,2479,4689,1079,18,273,1084,2189,3388,3350,1135,2,140747,5198,5260,5399,5435,4393,4568,4565,4691,5136,5024,5231,5037,4799,4784,4472,4587,4148,4090,4280,4135,4371,4266,4731,4514,4448,4557,4394,4340,4886,5008,25685,23984,45563,69547,45515,0,15318,14883,30199,45082,31459,31459,1181,1047,1847,2894,1441,0,1592,1598,3076,4674,2300,0,7594,6456,10441,16897,10315,0,0.2023749202489853,0.20478878915309906,0.2102005034685135,0.2116021066904068,0.17103368043899536,0.06568220257759094,0.06563906371593475,0.06745079159736633,0.07384934276342392,0.07223891466856003,0.07521532475948334,0.07242584228515625,0.06900369375944138,0.06878801435232162,0.06430184096097946,0.06595540046691895,0.05964311957359314,0.058809150010347366,0.0615411177277565,0.059456195682287216,0.09603427350521088,0.09372734278440475,0.10394375771284103,0.09917609393596649,0.09772602468729019,0.10012084245681763,0.09653960168361664,0.09535317867994308,0.1073492243885994,0.1100296601653099,0.38263577222824097,115062,91859,5516,8566,8927,1357,11419,11437,140747,-3.119274616241455,-2.052922487258911,-3.512765645980835,-2.511685371398926,0,115,1190,452,1757,10004,7542,NA,410,1751,1741,2960,3422,450,1761,1775,3144,4307
2009,AK,212,9713,149,80,247,227,NA,NA,1,NA,NA,43,121,49,13,7,226,459,83,0,0,0,0,0,317,0,0,1,0,0,212,0,0,2,1,0,76,0,0,0,0,0,34,0,0,0,0,0,173,0,0,2,2,0,146,0,0,0,0,0,48,0,0,1,0,0,765,6,4,4,1,0,3312,10,22,17,8,1,1435,0,0,8,10,1,399,0,0,0,1,0,1347,8,5,4,1,0,5609,10,24,21,13,1,3119,0,0,12,14,1,7005,NA,692,406,6004,21,NA,NA,NA,NA,NA,1104,0,0,1,1,0,10075,18,29,37,28,2,21,242,1123,2268,3410,3146,1106,2,142508,5186,5268,5190,5223,4735,4580,4798,4759,4741,5484,5006,5366,5143,4790,4978,4606,4553,4423,4263,4240,4379,4282,4329,4770,4508,4707,4314,4461,4405,5021,25602,24362,47368,71730,45176,0,15229,14838,31406,46244,30970,30970,1142,1081,1924,3005,1445,0,1714,1713,3095,4808,2385,0,7517,6730,10943,17673,10376,0,0.20256230235099792,0.20576517283916473,0.20271854102611542,0.20400750637054443,0.18494649231433868,0.06385055184364319,0.06688972562551498,0.06634601950645447,0.06609507650136948,0.07645336538553238,0.06978949159383774,0.07480830699205399,0.07169942557811737,0.06677819788455963,0.06939913332462311,0.06421302258968353,0.063474141061306,0.06166178733110428,0.05943119898438454,0.059110552072525024,0.09693200141191483,0.09478484094142914,0.09582521766424179,0.10558703541755676,0.09978749603033066,0.10419248789548874,0.09549318253993988,0.098747119307518,0.0975075289607048,0.1111430823802948,0.3889539837837219,116906,92443,5592,8907,8824,1365,11295,11316,142508,-3.141920566558838,-2.0954337120056152,-3.4994115829467773,-2.5350379943847656,0,0,34,13,47,114,7102,NA,544,1744,1677,2858,3366,580,1756,1707,3010,4263
2010,AK,208,9847,121,61,264,179,NA,1,NA,1,NA,27,100,43,11,7,181,472,59,0,0,0,0,0,312,0,4,0,0,0,218,0,0,0,1,0,66,0,0,0,0,0,36,0,0,0,0,0,200,0,0,1,0,0,130,0,0,0,0,0,42,0,0,0,0,0,767,6,5,2,1,0,3449,8,19,18,6,0,1634,0,1,7,5,0,316,0,0,2,2,2,1266,7,5,2,2,0,5833,9,24,22,12,1,3290,0,1,9,8,1,7143,NA,660,409,6250,18,NA,NA,NA,NA,NA,949,0,0,3,2,2,10389,16,30,33,22,2,18,269,1013,2454,3447,3309,956,2,143896,5048,5140,5142,4923,4599,4865,4812,5015,5018,5248,5465,5297,5396,5153,5081,5123,4641,4582,4518,4258,4423,4255,4274,4378,4702,4845,4441,4315,4413,4526,24852,24958,49514,74472,44572,0,14643,15189,32878,48067,30413,30413,1162,1118,1929,3047,1425,0,1756,1757,3203,4960,2480,0,7291,6894,11504,18398,10254,0,0.20312248170375824,0.2068244069814682,0.20690487325191498,0.19809271395206451,0.18505552411079407,0.06532656401395798,0.06461489200592041,0.06734074652194977,0.06738103181123734,0.0704694390296936,0.07338328659534454,0.07112740725278854,0.07245676219463348,0.06919378787279129,0.06822698563337326,0.06879095733165741,0.062318723648786545,0.06152648106217384,0.06066709756851196,0.05717585235834122,0.09923270344734192,0.09546352177858353,0.09588979929685593,0.09822309762239456,0.1054922342300415,0.10870052874088287,0.09963653981685638,0.09680965542793274,0.09900834411382675,0.10154356807470322,0.3831482529640198,119044,93123,5634,9196,9210,1282,11448,11466,143896,-3.2579355239868164,-2.0901334285736084,-3.548684597015381,-2.531275749206543,0,1,33,12,46,103,7319,NA,53,1885,1807,3197,3550,62,1897,1829,3329,4349
2011,AK,265,9809,155,73,262,225,NA,1,1,1,NA,56,115,46,11,2,228,527,93,0,1,0,0,0,356,0,0,2,3,1,219,0,0,2,2,0,78,0,0,0,0,0,39,0,0,0,1,0,203,1,1,3,0,0,149,0,0,2,0,0,36,0,0,0,0,0,760,4,12,1,1,1,3399,12,17,16,5,2,1530,0,3,9,6,0,292,0,0,1,1,0,1359,4,13,3,2,1,5851,13,20,25,10,3,3223,0,3,15,11,0,7228,NA,757,435,6072,14,NA,NA,NA,NA,NA,878,0,0,1,1,0,10433,17,36,43,23,4,14,261,1121,2460,3462,3252,880,2,145337,4924,5043,5125,4608,4486,4957,5123,5148,5272,5147,5476,5644,5407,5430,5338,5176,5136,4644,4590,4561,4253,4401,4202,4232,4359,4715,4779,4463,4292,4406,24186,25647,51402,77049,44102,0,14163,15428,33899,49327,29902,29902,1156,1196,2014,3210,1456,0,1785,1897,3474,5371,2555,0,7082,7126,12015,19141,10189,0,0.20358885824680328,0.20850905776023865,0.21189944446086884,0.1905234456062317,0.18547920882701874,0.06433568149805069,0.06649015843868256,0.06681462377309799,0.06842398643493652,0.06680164486169815,0.07107165455818176,0.07325208932161331,0.0701761245727539,0.07047463208436966,0.06928058713674545,0.06717802584171295,0.0666588768362999,0.06027333438396454,0.059572480618953705,0.059196095913648605,0.0964355394244194,0.09979139268398285,0.09527912735939026,0.0959593653678894,0.09883905202150345,0.10691124945878983,0.10836242884397507,0.10119722783565521,0.09731984883546829,0.09990476816892624,0.3760026693344116,121151,93392,5822,9711,9174,1382,11436,11450,145337,-3.3136072158813477,-2.128068208694458,-3.4629733562469482,-2.5422890186309814,0,3,33,17,53,123,7264,NA,111,1762,1805,3137,3741,118,1771,1819,3282,4460
2012,AK,244,9487,127,79,260,205,NA,NA,1,NA,NA,40,113,43,10,12,206,504,87,0,1,0,0,0,342,0,1,3,1,0,224,0,0,2,0,1,60,0,0,0,0,0,33,0,0,0,0,0,171,0,1,1,0,0,112,0,1,1,0,0,39,0,0,1,0,0,764,8,9,6,1,0,3339,10,22,20,8,0,1301,1,1,6,2,0,266,0,0,0,1,0,1378,9,11,8,2,0,5872,12,25,31,12,0,2950,1,2,11,8,5,6989,NA,722,360,5765,25,2,NA,NA,NA,NA,815,0,0,1,1,0,10200,22,38,50,22,5,27,295,1113,2572,3380,2977,817,2,146580,4956,4912,5011,4543,4134,4855,5131,5429,5441,5436,5305,5576,5709,5439,5506,5369,5164,5163,4642,4594,4573,4233,4421,4191,4295,4370,4711,4766,4441,4264,23556,26292,52467,78759,44265,0,13595,15581,34249,49830,29731,29731,1184,1303,2081,3384,1513,0,1826,2063,3721,5784,2750,0,6951,7345,12416,19761,10271,0,0.21039225161075592,0.20852436125278473,0.2127271145582199,0.19285957515239716,0.1754966825246811,0.061643749475479126,0.06514810770750046,0.06893180310726166,0.06908416748046875,0.06902068108320236,0.0673573836684227,0.07079825550317764,0.07248695194721222,0.06905877590179443,0.06990946829319,0.0681699886918068,0.06556711345911026,0.0655544102191925,0.05893929675221443,0.05832984298467636,0.10330960899591446,0.09562859684228897,0.09987574815750122,0.09467977285385132,0.09702925384044647,0.09872359782457352,0.10642720013856888,0.10766971856355667,0.10032757371664047,0.09632892906665802,0.36835625767707825,123024,93156,6081,10360,8929,1408,11154,11181,146580,-3.361496686935425,-2.1770882606506348,-3.448024034500122,-2.575773239135742,0,3,37,20,60,137,6847,NA,138,1750,1813,3130,3506,144,1761,1832,3253,4191
2013,AK,278,9742,157,77,335,7,15,31,81,58,42,53,118,46,15,NA,232,613,4,14,18,40,17,7,5,26,78,197,86,38,2,0,7,105,105,27,1,0,0,11,31,26,0,8,6,18,4,3,5,18,40,108,35,21,2,0,3,76,43,16,0,0,0,4,21,13,7,227,304,260,98,19,36,461,1042,1562,680,135,17,11,82,671,576,158,5,0,0,39,114,97,29,275,386,443,238,78,94,557,1336,2403,1406,463,44,12,107,1120,1267,447,7476,NA,845,444,6601,1,5,5,7,4,3,14,0,0,82,302,310,167,844,1829,3966,2911,988,25,277,1172,2712,3547,2997,708,2,147606,4859,4887,4886,4432,4099,4478,5082,5576,5766,5649,5683,5474,5660,5734,5498,5519,5341,5150,5132,4653,4572,4515,4178,4348,4170,4227,4317,4638,4719,4364,23163,26551,53844,80395,44048,0,13145,15683,34775,50458,29321,29321,1207,1380,2168,3548,1485,0,1854,2136,3994,6130,2823,0,6957,7352,12907,20259,10419,0,0.2097742110490799,0.2109830379486084,0.21093985438346863,0.1913396418094635,0.17696325480937958,0.05569998174905777,0.06321288645267487,0.06935754418373108,0.07172087579965591,0.07026556134223938,0.07068847864866257,0.06808881461620331,0.07040239125490189,0.07132284343242645,0.06838733702898026,0.06864854693412781,0.06643448024988174,0.06405871361494064,0.06383481621742249,0.05787673220038414,0.1037958562374115,0.10250181704759598,0.0948510691523552,0.09871049970388412,0.09466945379972458,0.0959634929895401,0.0980067178606987,0.10529422760009766,0.10713312774896622,0.09907373785972595,0.3683028817176819,124443,92924,6240,10807,9256,1449,11413,11438,147606,-3.4878673553466797,-2.161679983139038,-3.4144062995910645,-2.559793472290039,0,119,1893,661,2673,10538,7890,NA,430,1967,1844,2910,3554,452,1977,1862,2993,4154
